N,P,K,temperature,humidity,ph,rainfall,Area,Season,Production,label
95,57,48,27.39489579,83.31172003,5.719014989,92.78133617,3774,Kharif     ,2004,banana
89,57,55,25.08347445,80.261731,6.275572298,94.32961456,3556,Kharif     ,2703,banana
89,57,55,26.6719835,76.48541655,6.275384607,91.73358569,13,Kharif     ,9,banana
118,57,51,25.44926208,79.49221962,6.201911642,100.6619171,357,Kharif     ,930,banana
101,57,45,28.22776705,80.6430384,5.758054257,98.00403016,6,Kharif     ,53,banana
99,57,47,28.1279509,77.48247073,6.323933647,103.5045395,138,Kharif     ,61,banana
82,57,46,28.9470467,82.1888998,5.901100841,95.83016448,286,Kharif     ,3991,banana
90,57,55,27.96236771,84.15403614,5.644486582,97.55986676,2988,Kharif     ,650,banana
95,57,52,28.00316034,78.90085998,6.235461772,94.68180316,1653,Kharif     ,464,banana
104,57,46,29.1400919,80.1190228,6.28236237,90.45142867,11350,Kharif     ,12133,banana
102,57,52,27.9122104,83.36307683,6.356090905,90.24211529,33776,Kharif     ,89236,banana
100,57,52,25.43480512,81.53977797,5.837258235,96.47800391,2348,Kharif     ,587,banana
94,57,48,28.55980972,84.51602322,5.653437902,111.0843029,432,Kharif     ,100,banana
99,57,46,26.59580783,82.99556744,5.727469947,100.5123341,2361,Kharif     ,596,banana
112,57,48,27.19711623,77.3970629,6.200111068,99.46950465,535,Kharif     ,449,banana
117,57,45,25.29391516,79.29122198,5.614471478,105.4220251,120,Kharif     ,7,banana
96,57,51,29.90888522,76.98740841,6.257369799,91.99964712,393,Rabi       ,514,banana
113,57,45,27.94972463,76.63713353,6.037430836,109.0921631,2676,Rabi       ,3056,banana
105,57,46,25.01018457,78.76260938,5.760457558,108.3690513,22396,Rabi       ,60156,banana
85,57,51,29.21144871,84.70189923,6.158164422,108.5501443,1509,Rabi       ,318,banana
108,57,47,27.35911627,84.54625006,6.387431383,90.81250457,54,Rabi       ,65,banana
92,57,52,28.0106804,76.52808057,5.891413895,103.7040783,30,Rabi       ,6,banana
110,57,54,28.67208915,82.20793613,5.725418961,94.37987496,56,Rabi       ,302,banana
82,57,55,27.34585147,78.4873835,6.281069505,92.15524332,42,Rabi       ,14,banana
117,57,53,29.50704598,78.20585613,5.507641778,98.12565829,230,Rabi       ,5494,banana
2,57,27,29.73770045,47.54885174,5.954626604,90.09586854,13,Rabi       ,2,mango
39,57,31,33.55695561,53.72979826,4.757114897,98.67527561,13,Rabi       ,2,mango
21,57,27,27.00315545,47.67525434,5.699586972,95.85118326,1667,Rabi       ,2405,mango
25,57,25,33.56150184,45.53556603,5.977413803,95.70525913,2,Rabi       ,1,mango
0,57,32,35.89855625,54.25964196,6.430139436,92.19721736,41442,Rabi       ,97181,mango
20,57,35,34.17719782,50.62161586,6.113935087,98.00687989,735,Rabi       ,154,mango
19,57,34,30.01592643,53.19212381,5.074272692,97.72843182,168,Rabi       ,135,mango
18,57,31,31.74592134,45.16127859,5.667507706,93.75441586,5,Rabi       ,3,mango
11,57,33,35.99009679,52.22780489,5.978634285,95.3713484,953,Whole Year ,19033,mango
30,57,30,31.86641378,52.19331595,5.064613314,98.46768642,126,Whole Year ,27,mango
18,57,27,27.75518664,52.34605806,4.772385986,94.11213345,4011,Whole Year ,17215660,mango
23,57,27,34.72413192,51.4271781,5.161148592,97.31258083,60,Whole Year ,19,mango
37,57,34,27.53907547,53.63549533,6.797779227,99.35408185,957,Whole Year ,8177,mango
11,57,30,27.69637763,48.5622488,6.39474303,89.85646496,40539,Whole Year ,3697441,mango
12,57,31,27.25373364,52.66319725,5.566704378,91.87312479,163,Whole Year ,2203,mango
3,57,33,30.33723921,48.88704844,5.755049971,94.42850522,1,Whole Year ,8,mango
37,57,32,31.85744939,45.53106268,5.417340525,91.55845821,14,Whole Year ,13,mango
26,57,30,35.39986338,49.45962621,6.166173834,97.41054011,89,Whole Year ,620,mango
14,57,30,29.80747243,52.13797867,5.191265116,95.74606104,5403,Kharif     ,924,mango
40,57,35,34.16438906,54.16482251,4.954739564,98.33351125,2934,Kharif     ,3556,mango
4,57,25,28.93270187,47.94053996,5.664587011,99.9834242,313,Kharif     ,88,mango
36,57,33,27.98392787,53.33018851,5.548584852,99.61465679,2,Kharif     ,2,mango
30,57,31,31.20478173,54.49960506,6.804437106,94.62954663,443,Kharif     ,641,mango
28,57,28,32.13409675,50.52559148,6.097869767,98.63333684,5,Kharif     ,6,mango
38,57,30,28.91862016,48.13974548,5.075504537,97.01331604,171365,Kharif     ,125096,mango
12,57,30,31.09779147,47.41196659,4.546466109,90.28624348,2373,Kharif     ,1241,mango
38,57,31,34.73823882,49.08864345,5.855119268,90.65022183,2400,Kharif     ,2174,mango
8,57,29,29.98080499,49.48613279,6.442393461,91.82271568,13,Kharif     ,10,mango
15,57,28,33.80398664,46.12866113,4.507523551,90.82549241,294,Kharif     ,786,mango
34,57,25,30.07202564,50.96040505,6.10729559,92.09609766,5,Kharif     ,43,mango
11,57,31,27.92063282,51.77965917,6.47544932,100.2585673,225,Kharif     ,109,mango
33,57,34,31.40948821,49.21729127,6.832979509,92.99739415,248,Kharif     ,3441,mango
12,57,26,35.7877738,51.94190321,5.395275719,100.2160615,2351,Kharif     ,654,mango
12,57,28,33.36140093,45.02236377,6.13526938,98.81596545,11835,Kharif     ,8758,mango
5,57,31,35.96054636,48.69677802,4.555688532,98.00644238,24377,Kharif     ,55311,mango
1,57,29,28.33333307,51.39586505,6.434197756,91.67241761,1976,Kharif     ,522,mango
16,57,31,32.27652024,50.19368841,5.316875978,95.99487068,162,Kharif     ,27,mango
35,57,26,31.99490489,50.84881347,5.279388967,97.38741498,1989,Kharif     ,532,mango
4,57,26,27.58258929,48.56916221,6.720041791,95.8445641,1358,Kharif     ,1177,mango
9,57,34,29.38471637,45.88744691,5.72742254,100.8124659,141,Kharif     ,51,mango
2,57,33,32.38697531,53.2328243,4.691396195,90.21633216,258,Rabi       ,313,mango
26,57,32,30.91471455,49.92963856,6.810186079,90.14047759,2958,Rabi       ,4609,mango
34,57,31,35.37775595,45.58110023,6.454045329,97.41586402,21443,Rabi       ,59311,mango
5,57,33,32.32362177,52.5896771,5.842763773,93.36718816,1569,Rabi       ,849,mango
31,57,26,28.22373428,47.40519056,5.024124684,97.76832322,46,Rabi       ,67,mango
34,57,35,27.27433181,47.16808054,6.422710539,95.257992,21,Rabi       ,5,mango
36,57,32,27.10710832,50.70880979,4.94295037,92.37238878,81,Rabi       ,524,mango
7,57,26,34.89226666,48.75613373,6.414526606,91.63074547,82,Rabi       ,25,mango
38,57,27,33.7462686,48.50387598,6.777788126,92.26439205,304,Rabi       ,6772,mango
5,57,25,27.3511056,54.43945147,6.441328044,96.27792547,1776,Rabi       ,2366,mango
37,57,26,32.89300162,52.61323969,4.650536197,94.49161372,62049,Rabi       ,170573,mango
21,57,32,35.38598705,51.42664176,5.254532213,90.29643888,442,Rabi       ,214,mango
37,57,27,27.5529736,47.90859131,5.910634533,90.40332704,189,Rabi       ,129,mango
23,57,30,32.82141065,47.45553843,4.755273631,90.89173106,4,Rabi       ,,mango
36,57,26,30.17294105,51.0845903,6.814630246,95.23444287,1005,Whole Year ,7156,mango
24,57,35,29.26382931,54.82257868,5.342866119,100.7586226,126,Whole Year ,34,mango
26,57,30,32.06097197,51.08494181,6.336234624,96.59816497,4133,Whole Year ,14827800,mango
22,57,26,28.69818144,47.71875722,4.754435025,99.642454,51,Whole Year ,18,mango
11,57,32,29.14305008,49.40983294,6.831706773,97.55155537,1024,Whole Year ,9447,mango
29,57,28,28.3471611,53.53903102,6.967417766,90.40260445,38789,Whole Year ,3337250,mango
22,57,26,27.67256197,45.41692012,4.947683034,92.84991507,188,Whole Year ,2495,mango
23,57,32,28.1218093,46.16888595,5.630619901,93.30247448,33,Whole Year ,38,mango
1,57,34,30.79375683,46.69536813,6.27339822,92.21318555,69,Whole Year ,341,mango
2,57,34,28.89409382,54.80750249,6.472774648,94.76322976,4113,Kharif     ,440,mango
39,57,25,33.33024826,45.61143594,6.953246506,98.28583013,2366,Kharif     ,1171,mango
15,57,27,27.78912455,53.96886679,5.643710216,91.01152997,234,Kharif     ,48,mango
3,57,31,31.65333432,48.20662669,6.392313973,91.09745581,519,Kharif     ,791,mango
8,57,32,29.75150773,46.73723302,4.981816523,91.405983,101638,Kharif     ,50108,mango
33,57,34,31.32995611,50.22287593,5.421265283,89.78216168,6941,Kharif     ,3679,mango
14,57,32,35.63627319,48.97047762,6.942520105,97.51952041,1647,Kharif     ,865,mango
18,57,26,31.66524687,51.98594645,5.435840509,89.98024312,261,Kharif     ,253,mango
9,57,32,32.26935342,53.56092806,5.870116071,95.94035356,4,Kharif     ,30,mango
20,57,27,27.81005614,51.59445462,4.74910393,95.89898581,174,Kharif     ,26,mango
9,57,25,34.58561471,50.34035336,5.497946899,100.3060719,205,Kharif     ,2451,mango
26,57,34,31.27180992,52.23810152,6.811291098,89.74409017,1535,Kharif     ,428,mango
31,57,29,33.93679864,52.72170281,6.460542749,97.4611918,6905,Kharif     ,6643,mango
14,57,35,31.09154239,47.02058367,4.791146778,91.46664318,20137,Kharif     ,50020,mango
40,57,35,31.89356292,49.02450149,6.4841522,89.59371481,234,Kharif     ,22,mango
28,57,34,32.45465292,50.69693751,6.526654345,95.04871605,1687,Kharif     ,364,mango
0,57,30,35.47478322,47.97230503,6.279133738,97.79072474,2098,Kharif     ,1320,mango
1,57,29,27.32961444,49.30347234,6.052026047,93.53197359,133,Kharif     ,7,mango
2,57,31,30.90225239,49.95955487,5.73171945,91.77522598,17,Rabi       ,2,mango
12,57,26,29.09382275,45.5661059,5.32307197,96.23520043,42,Rabi       ,21,mango
7,57,35,30.02086169,46.78393776,4.66910839,96.63721027,2199,Rabi       ,4253,mango
0,57,26,34.13072188,51.25786185,5.101206389,96.38808001,20,Rabi       ,16,mango
26,57,31,33.44619894,53.05980465,5.339556562,98.05089394,18706,Rabi       ,52714,mango
27,57,30,35.3915464,52.48823147,5.061081874,91.22881052,3471,Rabi       ,1284,mango
22,57,31,31.53356352,53.06009323,5.821106036,98.57025046,130,Rabi       ,155,mango
22,57,31,30.7645515,47.93791463,5.956027059,90.38503469,14,Rabi       ,4,mango
28,57,28,30.01821337,50.0983181,5.676032581,96.08745082,284,Rabi       ,1968,mango
7,57,27,31.32863689,47.59319575,6.524114355,94.67344737,172,Rabi       ,44,mango
29,57,26,33.88004781,54.39416048,6.273953676,89.29147581,266,Rabi       ,4753,mango
8,57,33,28.07802689,54.9640534,6.128167757,97.45373619,4,Rabi       ,1,mango
39,57,27,35.53845018,52.94641947,4.934964765,91.54560427,22,Rabi       ,26,mango
40,57,25,28.70595247,50.44030129,5.445008416,95.8946444,1102,Rabi       ,1365,mango
19,57,26,31.48451729,48.77926304,4.525722333,93.17221967,30034,Rabi       ,76827,mango
21,57,30,27.69819273,51.41593238,5.403908328,100.7720705,386,Rabi       ,125,mango
22,57,33,30.41235793,52.48100602,6.621623545,93.92375879,260,Rabi       ,151,mango
31,57,30,32.17752026,54.01352682,6.207495815,91.88766069,5,Rabi       ,7,mango
18,57,31,32.6112614,47.74916499,5.418475257,91.10190759,960,Whole Year ,50841,mango
24,57,195,29.99677232,81.54156612,6.112305667,67.12534492,1509,Whole Year ,7788,grapes
13,57,204,30.7280404,82.42614055,6.092241627,68.38135469,340,Whole Year ,2533,grapes
22,57,205,32.44577836,83.88504863,5.896343436,68.73932528,1784,Whole Year ,18027,grapes
36,57,196,37.46566825,80.65968681,6.15526103,66.83872293,4,Whole Year ,0,grapes
24,57,196,22.03296178,83.74372787,5.732453638,65.34440794,121,Whole Year ,15,grapes
2,57,198,39.64851881,82.21079946,6.253034534,70.39906054,232,Whole Year ,1172,grapes
35,57,197,16.77557314,82.75241875,6.106190557,66.76285469,4296,Whole Year ,17209269,grapes
11,57,195,12.14190714,83.56812483,5.647202395,69.63122027,86,Whole Year ,24,grapes
6,57,203,12.7567962,81.62497448,6.130310493,66.77844567,8,Whole Year ,0,grapes
17,57,204,39.04071989,80.18393287,6.499604931,73.88467027,36,Whole Year ,673,grapes
25,57,197,39.70772192,82.68593454,5.554831977,74.91506217,47834,Whole Year ,335015,grapes
27,57,205,9.467960445,82.29335466,5.800242694,66.02765219,4,Whole Year ,39,grapes
9,57,201,29.58748357,80.91934392,5.570290539,68.06417307,114,Whole Year ,153,grapes
16,57,203,17.82803682,80.96093443,6.27564088,65.84748763,918,Whole Year ,0,grapes
32,57,204,8.825674745,82.89753705,5.536645599,67.235765,39,Whole Year ,5087,grapes
22,57,195,27.83487131,83.51444973,6.208196881,73.02882766,1,Whole Year ,0,grapes
31,57,202,11.02105378,80.55557235,5.870600622,68.23963161,66,Whole Year ,3411,grapes
3,57,205,17.5862944,80.84806564,6.334771461,71.4065452,1126,Whole Year ,9776,grapes
28,57,197,19.89363946,82.73366439,5.856575335,69.66256816,39436,Whole Year ,2684685,grapes
4,57,204,29.93707596,81.77713468,5.898944282,65.52279323,160,Whole Year ,1739,grapes
39,57,201,36.73126647,80.58931938,5.775600435,72.24230804,66,Whole Year ,107,grapes
38,57,197,20.42094753,81.54185044,5.931101816,66.93065667,16838,Whole Year ,139087,grapes
36,57,198,25.51939719,83.98351748,6.2286454,69.17281221,76,Whole Year ,247,grapes
25,57,201,30.50734778,82.71775569,5.594240603,70.08200379,8476,Kharif     ,636,grapes
15,57,199,18.4269936,80.55625868,5.569230319,69.75734306,2166,Kharif     ,3611,grapes
24,57,205,12.087022,83.59398734,5.93202852,68.66813363,372,Kharif     ,155,grapes
13,57,203,23.60115364,82.48336987,6.423216506,73.23901752,412,Kharif     ,1014,grapes
5,57,197,12.80000387,81.20876367,6.417500829,67.10439401,137201,Kharif     ,92611,grapes
30,57,200,38.06099482,82.24729637,6.234904253,65.70148216,5495,Kharif     ,2121,grapes
23,57,197,39.06555518,82.03812973,6.000573725,69.30772897,2410,Kharif     ,2832,grapes
26,57,203,33.78372897,81.16314317,5.685102769,74.53557341,16,Kharif     ,12,grapes
7,57,203,16.76201707,82.00335557,5.662140095,73.28712806,742,Kharif     ,1273,grapes
32,57,198,35.89307536,82.66850729,6.358186848,66.53946559,2,Kharif     ,16,grapes
9,57,202,21.01245395,81.17931863,6.119495295,66.38448261,631,Kharif     ,343,grapes
20,57,196,10.89875873,80.01639435,6.207600783,68.69420397,253,Kharif     ,3691,grapes
32,57,201,16.36251869,83.00471609,6.48754639,71.55665483,1929,Kharif     ,581,grapes
3,57,199,20.28370163,81.32235739,5.81717753,71.06611222,10014,Kharif     ,8392,grapes
38,57,204,25.11108456,83.25447587,6.325480034,73.01026829,18495,Kharif     ,38562,grapes
14,57,198,33.4641162,83.86742974,5.562790949,67.92204319,2058,Kharif     ,698,grapes
20,57,204,11.7976469,80.86325389,6.487369687,65.06962486,186,Kharif     ,54,grapes
40,57,201,11.36300891,80.03100049,6.116982944,71.18289431,2074,Kharif     ,710,grapes
36,57,204,25.23542319,80.68700527,5.695792761,67.03840888,2563,Kharif     ,1488,grapes
11,57,197,15.99050693,81.23966573,5.734317007,74.40198861,433,Kharif     ,267,grapes
0,57,195,22.4359017,80.18612085,6.329499832,65.3973168,10,Rabi       ,1,grapes
19,57,200,34.76086052,81.03544763,6.167013532,65.70430027,36,Rabi       ,60,grapes
31,57,197,31.11047251,83.34010951,5.653776058,71.43001582,2792,Rabi       ,5832,grapes
4,57,200,28.57828803,80.95628959,5.840256272,73.34232097,22411,Rabi       ,51164,grapes
39,57,201,41.18664903,81.01783402,5.539980812,68.68895899,1942,Rabi       ,1051,grapes
8,57,196,27.02766138,83.17093908,5.833302165,70.95666003,6,Rabi       ,7,grapes
39,57,203,21.19339319,82.33098331,6.399433771,74.62834921,19,Rabi       ,5,grapes
32,57,204,10.38004759,83.44518113,6.138958698,67.3917379,392,Rabi       ,2195,grapes
12,57,203,31.3115978,82.56407013,5.972850838,65.01095312,221,Rabi       ,75,grapes
8,57,195,20.46657776,80.97598029,6.456079585,71.29813872,265,Rabi       ,5538,grapes
8,57,199,29.36947679,81.53996362,6.336426667,66.13442813,6,Rabi       ,1,grapes
21,57,202,10.72302459,80.02130636,6.425419926,65.2982112,925,Rabi       ,1486,grapes
40,57,195,14.97846952,80.49979873,6.294395676,71.63437433,27286,Rabi       ,46714,grapes
39,57,202,15.3246651,81.67215994,6.477768039,71.60102999,580,Rabi       ,103,grapes
19,57,195,18.73932187,81.12109244,5.931538447,73.55807954,229,Rabi       ,89,grapes
21,57,201,19.3642553,83.36094029,5.980598579,67.15094741,7,Rabi       ,2,grapes
17,57,195,41.20733624,81.61051026,6.389783283,65.90227462,587,Whole Year ,21222,grapes
33,57,203,33.34214482,82.51034633,5.693287415,70.68098614,1364,Whole Year ,6842,grapes
22,57,201,23.81995682,80.12211649,6.00299607,67.2739864,382,Whole Year ,3041,grapes
32,57,196,40.66012294,81.24995984,6.372959542,74.03030056,1664,Whole Year ,18271,grapes
37,57,205,11.82768186,80.2827185,5.510924849,74.10225057,73,Whole Year ,0,grapes
15,57,195,13.28504331,83.54193816,5.69945282,65.80006004,124,Whole Year ,33,grapes
39,57,196,35.83089092,83.32560104,5.778594403,73.67984885,221,Whole Year ,3750,grapes
40,57,199,26.18159716,81.03886263,6.315586313,66.05911698,4294,Whole Year ,16827552,grapes
40,57,202,24.57558351,80.70695797,5.971813006,69.706113,119,Whole Year ,31,grapes
29,57,203,29.67229086,83.71498986,5.891195653,66.48490371,1,Whole Year ,0,grapes
32,57,199,39.37102553,81.25353895,6.129812716,74.08101744,32,Whole Year ,555,grapes
6,57,205,17.66558428,82.92903419,6.313085601,69.8671263,48572,Whole Year ,234579,grapes
8,57,196,24.06679352,82.66396666,6.053662544,69.81855775,6,Whole Year ,96,grapes
34,57,202,15.31413469,80.09711412,5.804799142,74.82144653,459,Whole Year ,149,grapes
35,57,199,21.77466746,80.54942557,6.400719746,69.39630398,686,Whole Year ,0,grapes
16,57,199,26.91624843,80.76838926,5.953966361,69.30927185,17,Whole Year ,1544,grapes
8,57,201,41.65602996,82.22118237,5.609255992,74.19664838,69,Whole Year ,3933,grapes
25,57,195,17.98667801,81.17712085,5.777271492,72.37127689,1291,Whole Year ,12045,grapes
16,57,201,29.12033769,82.79092939,5.682395429,68.8503047,26845,Whole Year ,1881888,grapes
39,57,203,34.38922481,83.18392806,5.863996687,71.03001556,177,Whole Year ,1280,grapes
38,57,203,41.36106301,82.79782954,6.444373116,69.92107482,2,Whole Year ,3,grapes
33,57,205,35.12158265,82.26890793,5.550832178,69.71518491,19636,Whole Year ,180151,grapes
35,57,204,19.6491772,80.15215777,6.107741788,73.69529586,60,Whole Year ,417,grapes
1,57,200,16.27852801,82.94270065,5.620745638,66.57462809,8225,Kharif     ,1390,grapes
39,57,203,21.11903604,80.63399198,6.349875906,69.27779761,2684,Kharif     ,3521,grapes
28,57,202,19.2077707,82.9042841,6.484323189,66.83113717,351,Kharif     ,205,grapes
6,57,200,25.96308415,82.57813624,5.838748311,70.31782647,537,Kharif     ,1171,grapes
6,57,199,25.67385024,81.6212135,6.29099842,74.10919422,9,Kharif     ,8,grapes
29,57,196,41.94865736,81.15595212,5.638328481,73.06862952,194943,Kharif     ,138410,grapes
37,57,197,11.18994268,80.8084305,6.415555956,66.34234944,3996,Kharif     ,1798,grapes
38,57,197,17.5438296,82.94703302,6.323722572,73.77063744,2659,Kharif     ,2444,grapes
38,57,198,13.05809741,80.28297993,5.757009965,70.75633584,509,Kharif     ,1461,grapes
14,57,203,9.724457611,83.74765639,6.158689406,74.46411148,2,Kharif     ,17,grapes
6,57,204,27.92004934,82.93262435,5.733539807,69.92092839,337,Kharif     ,125,grapes
32,57,197,9.535585543,80.73112694,5.908724337,69.44115171,250,Kharif     ,4242,grapes
11,57,204,13.42988625,80.06633966,6.361141107,71.40043037,3863,Kharif     ,872,grapes
23,57,200,9.851242629,80.22631717,5.96537863,68.42802444,11249,Kharif     ,14376,grapes
40,57,201,24.97256132,82.72828653,6.476757723,66.70016285,19055,Kharif     ,43331,grapes
6,57,202,27.23708304,82.94573346,6.224542938,70.42508897,904,Kharif     ,86,grapes
37,57,195,18.70679077,83.4795292,6.209928251,66.5964488,1922,Kharif     ,652,grapes
35,57,204,9.949929082,82.55138983,5.841138354,66.00817551,3154,Kharif     ,1822,grapes
119,57,51,26.47330219,80.92254421,6.283818329,53.65742581,264,Kharif     ,127,watermelon
119,57,55,25.18780042,83.44621709,6.818261383,46.87420883,57,Rabi       ,75,watermelon
105,57,50,25.29954705,81.77527562,6.37620108,57.04147057,2285,Rabi       ,11110,watermelon
114,57,50,24.74631269,88.30866319,6.581587932,57.95826144,2,Rabi       ,2,watermelon
93,57,52,26.58740671,81.32563243,6.932739726,41.87540028,23819,Rabi       ,60381,watermelon
80,57,55,24.53442564,88.989272,6.140099215,49.11618732,2283,Rabi       ,304,watermelon
85,57,45,26.0713757,88.7285657,6.467095849,57.79652846,25,Rabi       ,39,watermelon
85,57,53,25.96534238,89.77076659,6.849471704,59.46338556,11,Rabi       ,1,watermelon
82,57,45,26.22338015,85.34866045,6.512196212,54.60159289,354,Rabi       ,2559,watermelon
118,57,54,24.41311871,89.81574032,6.039584629,44.07843475,218,Rabi       ,71,watermelon
83,57,53,26.49195283,80.04678201,6.057697106,57.72799157,351,Rabi       ,7244,watermelon
86,57,47,24.04355803,84.18406764,6.423898762,53.78929956,41,Rabi       ,9,watermelon
101,57,47,25.5421695,83.31883376,6.936997681,57.57343233,868,Rabi       ,1961,watermelon
119,57,50,26.74550678,83.9195902,6.251286661,40.794305,25822,Rabi       ,69177,watermelon
104,57,46,25.7131428,80.22972777,6.190015912,43.08961827,1071,Rabi       ,698,watermelon
95,57,51,25.76484262,84.1726996,6.681606702,44.22066914,1912,Rabi       ,1115,watermelon
102,57,52,26.79489868,89.64815231,6.51075991,57.74091817,314,Rabi       ,199,watermelon
109,57,55,24.9004602,89.73524177,6.770278088,57.44942094,2,Rabi       ,,watermelon
81,57,50,26.80750629,88.22874955,6.429788073,58.79889057,586,Whole Year ,30560,watermelon
103,57,51,25.11189154,80.02621335,6.209888345,44.20656987,119,Whole Year ,25,watermelon
105,57,50,26.2148837,87.6883982,6.419052193,59.65590798,4165,Whole Year ,31934060,watermelon
97,57,52,24.9103226,86.97190046,6.237861736,49.48575692,125,Whole Year ,30,watermelon
120,57,49,25.79448878,84.26830701,6.762471629,56.45229202,1892,Whole Year ,18727,watermelon
95,57,55,25.26931156,87.55055105,6.612847999,40.12650421,21928,Whole Year ,1865393,watermelon
83,57,52,25.76402693,87.5931128,6.704688865,46.05122728,211,Whole Year ,434,watermelon
83,57,45,25.85483596,89.13163965,6.049609892,46.85176955,4,Whole Year ,4,watermelon
91,57,50,24.33528185,81.44030363,6.762030215,48.32113628,88,Whole Year ,794,watermelon
116,57,54,25.37601283,80.99313508,6.65398725,57.23028471,7752,Kharif     ,1869,watermelon
112,57,54,24.86094646,85.05318563,6.738030547,55.29563514,1860,Kharif     ,2217,watermelon
88,57,51,24.71885473,88.94568335,6.095689937,48.45978627,368,Kharif     ,269,watermelon
118,57,45,24.21495706,84.20576992,6.538006356,48.01138482,4,Kharif     ,4,watermelon
92,57,48,25.81692236,82.043255,6.377427122,54.82963379,459,Kharif     ,858,watermelon
106,57,45,24.47018505,84.16390229,6.417011754,57.26773002,177541,Kharif     ,130670,watermelon
99,57,47,24.13078816,84.84494575,6.649086972,51.19470197,3713,Kharif     ,1504,watermelon
98,57,51,26.1793464,86.52258079,6.25933595,49.43050977,1825,Kharif     ,1221,watermelon
108,57,46,26.17668721,86.7295205,6.121168559,53.33484977,417,Kharif     ,2150,watermelon
119,57,55,26.03867719,84.6378378,6.031424482,44.3993381,2,Kharif     ,18,watermelon
117,57,48,26.53259325,82.39053979,6.835268184,54.30660782,511,Kharif     ,354,watermelon
109,57,53,26.81938687,87.8274604,6.551750306,46.06193778,254,Kharif     ,4762,watermelon
80,57,46,25.50405534,81.40297428,6.940236218,48.47833278,3614,Kharif     ,868,watermelon
100,57,52,26.20234499,80.38266489,6.87606733,56.47941847,9199,Kharif     ,11269,watermelon
91,57,53,25.13735887,89.28272716,6.457216535,43.52897517,16240,Kharif     ,37173,watermelon
86,57,53,25.92030221,83.47202566,6.921847888,42.10681516,185,Kharif     ,31,watermelon
107,57,52,26.6634609,89.98405233,6.881425746,57.40847165,1834,Kharif     ,588,watermelon
103,57,49,24.06731461,81.64075303,6.915717008,51.75212401,212,Kharif     ,73,watermelon
101,57,48,24.6774157,82.75411437,6.206247494,57.05709413,58,Rabi       ,69,watermelon
85,57,47,26.11440416,87.64081095,6.29542477,58.48160844,2159,Rabi       ,7967,watermelon
84,57,51,26.81530456,87.65694462,6.399669044,55.74073582,17796,Rabi       ,44223,watermelon
102,57,54,25.15623099,80.27525115,6.862157042,55.49541453,1932,Rabi       ,730,watermelon
98,57,52,25.2801372,83.15393658,6.224066378,49.29456609,33,Rabi       ,57,watermelon
97,57,50,26.22005978,80.90127035,6.093814669,49.08553937,5,Rabi       ,2,watermelon
90,57,45,24.92093261,80.61750795,6.291540278,50.55710813,356,Rabi       ,2660,watermelon
95,57,46,26.21667586,81.01009354,6.32281728,54.65423596,70,Rabi       ,21,watermelon
82,57,49,26.81383586,87.21986949,6.873283991,51.70497792,253,Rabi       ,6018,watermelon
82,57,51,24.31334971,87.47409052,6.074209622,48.11248366,27,Rabi       ,6,watermelon
110,57,46,24.29105004,88.04541346,6.49889585,51.26046418,1097,Rabi       ,1748,watermelon
118,57,51,24.42998931,86.33904774,6.678805092,48.58241822,66351,Rabi       ,193612,watermelon
120,57,45,25.66576039,88.6984228,6.114128685,54.22722466,365,Rabi       ,246,watermelon
91,57,52,25.07803672,83.46230461,6.405054243,56.39962921,98,Rabi       ,62,watermelon
81,57,55,24.88910524,85.87059083,6.110142735,51.70699144,468,Whole Year ,25070,watermelon
101,57,54,25.42900869,82.91481799,6.828982708,56.34144589,119,Whole Year ,32,watermelon
101,57,55,24.37118217,87.1269128,6.451499764,44.63907691,3914,Whole Year ,15729168,watermelon
111,57,53,26.4930645,88.59143088,6.313512999,46.06382209,110,Whole Year ,49,watermelon
107,57,49,25.83202912,89.00481725,6.755192025,45.24690619,1312,Whole Year ,12841,watermelon
115,57,46,24.41592661,89.39655519,6.623167177,40.32161859,22453,Whole Year ,1972429,watermelon
84,57,52,24.37190239,81.2514818,6.12532356,44.20899581,2445,Whole Year ,1436,watermelon
120,57,47,24.24782473,83.03687902,6.653867608,54.7657624,249,Whole Year ,1102,watermelon
91,57,46,24.64458469,85.49938185,6.343942518,48.31219031,7,Whole Year ,7,watermelon
89,57,52,24.89681131,86.10782926,6.217300786,53.14626213,52,Whole Year ,394,watermelon
113,57,46,25.41864024,81.12122989,6.286387658,49.52320689,5496,Kharif     ,1533,watermelon
97,57,50,26.26028739,86.14585891,6.7698938,58.97878791,1456,Kharif     ,942,watermelon
117,57,50,24.90123934,87.20772913,6.744966312,46.59207341,297,Kharif     ,149,watermelon
90,57,52,24.84740848,89.20454622,6.391858432,59.67927244,413,Kharif     ,1104,watermelon
104,57,47,26.98212846,86.70068316,6.770434148,42.91292205,87185,Kharif     ,46470,watermelon
81,57,45,26.90435747,86.25426228,6.727468157,59.75980023,5600,Kharif     ,2694,watermelon
88,57,47,25.86475496,86.67468041,6.662244646,41.16554802,966,Kharif     ,751,watermelon
92,57,45,26.70607759,81.14149505,6.944640222,51.51033554,386,Kharif     ,1378,watermelon
81,57,50,26.44019475,80.91934337,6.507110986,47.81847573,2,Kharif     ,18,watermelon
111,57,55,26.283443,84.42478917,6.520663422,50.78669728,284,Kharif     ,35,watermelon
108,57,51,26.84366082,83.85039964,6.106500787,40.228644,206,Kharif     ,3454,watermelon
